Country,year,sex,age,suicides_no,population,suicides/100k pop,country-year, gdp_for_year ($) ,gdp_per_capita ($),generation,Region,Happiness Rank,Happiness Score,Standard Error,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Dystopia Residual
Czech Republic,2015,female,15-24 years,19,521060,3.65,Czech Republic2015,"186,829,940,546",18703,Millenials,Central and Eastern Europe,31.0,6.505,0.04168,1.17898,1.20643,0.84483,0.46364,0.02652,0.10686,2.67782
Czech Republic,2015,female,25-34 years,20,698584,2.86,Czech Republic2015,"186,829,940,546",18703,Millenials,Central and Eastern Europe,31.0,6.505,0.04168,1.17898,1.20643,0.84483,0.46364,0.02652,0.10686,2.67782
Czech Republic,2015,female,5-14 years,5,515457,0.97,Czech Republic2015,"186,829,940,546",18703,Generation Z,Central and Eastern Europe,31.0,6.505,0.04168,1.17898,1.20643,0.84483,0.46364,0.02652,0.10686,2.67782
Czech Republic,2015,male,5-14 years,2,543129,0.37,Czech Republic2015,"186,829,940,546",18703,Generation Z,Central and Eastern Europe,31.0,6.505,0.04168,1.17898,1.20643,0.84483,0.46364,0.02652,0.10686,2.67782
Denmark,2015,male,75+ years,57,178633,31.91,Denmark2015,"301,298,464,861",55972,Silent,Western Europe,3.0,7.527,0.03328,1.32548,1.36058,0.87464,0.64938,0.48357,0.34139,2.49204
Denmark,2015,male,35-54 years,159,783366,20.3,Denmark2015,"301,298,464,861",55972,Generation X,Western Europe,3.0,7.527,0.03328,1.32548,1.36058,0.87464,0.64938,0.48357,0.34139,2.49204
Denmark,2015,male,55-74 years,126,651856,19.33,Denmark2015,"301,298,464,861",55972,Boomers,Western Europe,3.0,7.527,0.03328,1.32548,1.36058,0.87464,0.64938,0.48357,0.34139,2.49204
Denmark,2015,female,75+ years,32,253300,12.63,Denmark2015,"301,298,464,861",55972,Silent,Western Europe,3.0,7.527,0.03328,1.32548,1.36058,0.87464,0.64938,0.48357,0.34139,2.49204
Denmark,2015,female,55-74 years,67,673655,9.95,Denmark2015,"301,298,464,861",55972,Boomers,Western Europe,3.0,7.527,0.03328,1.32548,1.36058,0.87464,0.64938,0.48357,0.34139,2.49204
Denmark,2015,male,25-34 years,30,342769,8.75,Denmark2015,"301,298,464,861",55972,Millenials,Western Europe,3.0,7.527,0.03328,1.32548,1.36058,0.87464,0.64938,0.48357,0.34139,2.49204
Denmark,2015,female,35-54 years,51,772844,6.6,Denmark2015,"301,298,464,861",55972,Generation X,Western Europe,3.0,7.527,0.03328,1.32548,1.36058,0.87464,0.64938,0.48357,0.34139,2.49204
Denmark,2015,male,15-24 years,18,374051,4.81,Denmark2015,"301,298,464,861",55972,Millenials,Western Europe,3.0,7.527,0.03328,1.32548,1.36058,0.87464,0.64938,0.48357,0.34139,2.49204
Denmark,2015,female,25-34 years,15,331400,4.53,Denmark2015,"301,298,464,861",55972,Millenials,Western Europe,3.0,7.527,0.03328,1.32548,1.36058,0.87464,0.64938,0.48357,0.34139,2.49204
Denmark,2015,female,15-24 years,6,356882,1.68,Denmark2015,"301,298,464,861",55972,Millenials,Western Europe,3.0,7.527,0.03328,1.32548,1.36058,0.87464,0.64938,0.48357,0.34139,2.49204
Denmark,2015,female,5-14 years,3,323821,0.93,Denmark2015,"301,298,464,861",55972,Generation Z,Western Europe,3.0,7.527,0.03328,1.32548,1.36058,0.87464,0.64938,0.48357,0.34139,2.49204
Denmark,2015,male,5-14 years,0,340483,0.0,Denmark2015,"301,298,464,861",55972,Generation Z,Western Europe,3.0,7.527,0.03328,1.32548,1.36058,0.87464,0.64938,0.48357,0.34139,2.49204
Ecuador,2015,male,75+ years,40,191306,20.91,Ecuador2015,"99,290,381,000",6832,Silent,Latin America and Caribbean,48.0,5.975,0.04528,0.86402,0.99903,0.79075,0.48574,0.1809,0.11541,2.53942
Ecuador,2015,male,15-24 years,234,1492713,15.68,Ecuador2015,"99,290,381,000",6832,Millenials,Latin America and Caribbean,48.0,5.975,0.04528,0.86402,0.99903,0.79075,0.48574,0.1809,0.11541,2.53942
Ecuador,2015,male,25-34 years,185,1293193,14.31,Ecuador2015,"99,290,381,000",6832,Millenials,Latin America and Caribbean,48.0,5.975,0.04528,0.86402,0.99903,0.79075,0.48574,0.1809,0.11541,2.53942
Ecuador,2015,male,55-74 years,108,867314,12.45,Ecuador2015,"99,290,381,000",6832,Boomers,Latin America and Caribbean,48.0,5.975,0.04528,0.86402,0.99903,0.79075,0.48574,0.1809,0.11541,2.53942
Ecuador,2015,male,35-54 years,205,1833181,11.18,Ecuador2015,"99,290,381,000",6832,Generation X,Latin America and Caribbean,48.0,5.975,0.04528,0.86402,0.99903,0.79075,0.48574,0.1809,0.11541,2.53942
Ecuador,2015,female,15-24 years,110,1448112,7.6,Ecuador2015,"99,290,381,000",6832,Millenials,Latin America and Caribbean,48.0,5.975,0.04528,0.86402,0.99903,0.79075,0.48574,0.1809,0.11541,2.53942
Ecuador,2015,female,25-34 years,56,1283175,4.36,Ecuador2015,"99,290,381,000",6832,Millenials,Latin America and Caribbean,48.0,5.975,0.04528,0.86402,0.99903,0.79075,0.48574,0.1809,0.11541,2.53942
Ecuador,2015,female,35-54 years,46,1876229,2.45,Ecuador2015,"99,290,381,000",6832,Generation X,Latin America and Caribbean,48.0,5.975,0.04528,0.86402,0.99903,0.79075,0.48574,0.1809,0.11541,2.53942
Ecuador,2015,female,55-74 years,22,932718,2.36,Ecuador2015,"99,290,381,000",6832,Boomers,Latin America and Caribbean,48.0,5.975,0.04528,0.86402,0.99903,0.79075,0.48574,0.1809,0.11541,2.53942
Ecuador,2015,male,5-14 years,35,1569519,2.23,Ecuador2015,"99,290,381,000",6832,Generation Z,Latin America and Caribbean,48.0,5.975,0.04528,0.86402,0.99903,0.79075,0.48574,0.1809,0.11541,2.53942
Ecuador,2015,female,75+ years,5,241437,2.07,Ecuador2015,"99,290,381,000",6832,Silent,Latin America and Caribbean,48.0,5.975,0.04528,0.86402,0.99903,0.79075,0.48574,0.1809,0.11541,2.53942
Ecuador,2015,female,5-14 years,27,1505127,1.79,Ecuador2015,"99,290,381,000",6832,Generation Z,Latin America and Caribbean,48.0,5.975,0.04528,0.86402,0.99903,0.79075,0.48574,0.1809,0.11541,2.53942
Estonia,2015,male,75+ years,20,34253,58.39,Estonia2015,"22,566,956,982",18149,Silent,Central and Eastern Europe,73.0,5.429,0.04013,1.15174,1.22791,0.77361,0.44888,0.15184,0.0868,1.58782
Estonia,2015,male,55-74 years,44,126556,34.77,Estonia2015,"22,566,956,982",18149,Boomers,Central and Eastern Europe,73.0,5.429,0.04013,1.15174,1.22791,0.77361,0.44888,0.15184,0.0868,1.58782
Estonia,2015,male,15-24 years,21,70165,29.93,Estonia2015,"22,566,956,982",18149,Millenials,Central and Eastern Europe,73.0,5.429,0.04013,1.15174,1.22791,0.77361,0.44888,0.15184,0.0868,1.58782
Estonia,2015,male,35-54 years,48,177053,27.11,Estonia2015,"22,566,956,982",18149,Generation X,Central and Eastern Europe,73.0,5.429,0.04013,1.15174,1.22791,0.77361,0.44888,0.15184,0.0868,1.58782
Estonia,2015,male,25-34 years,25,99448,25.14,Estonia2015,"22,566,956,982",18149,Millenials,Central and Eastern Europe,73.0,5.429,0.04013,1.15174,1.22791,0.77361,0.44888,0.15184,0.0868,1.58782
Estonia,2015,female,75+ years,9,86804,10.37,Estonia2015,"22,566,956,982",18149,Silent,Central and Eastern Europe,73.0,5.429,0.04013,1.15174,1.22791,0.77361,0.44888,0.15184,0.0868,1.58782
Estonia,2015,female,55-74 years,12,172429,6.96,Estonia2015,"22,566,956,982",18149,Boomers,Central and Eastern Europe,73.0,5.429,0.04013,1.15174,1.22791,0.77361,0.44888,0.15184,0.0868,1.58782
Estonia,2015,female,35-54 years,11,178380,6.17,Estonia2015,"22,566,956,982",18149,Generation X,Central and Eastern Europe,73.0,5.429,0.04013,1.15174,1.22791,0.77361,0.44888,0.15184,0.0868,1.58782
Estonia,2015,female,25-34 years,2,92783,2.16,Estonia2015,"22,566,956,982",18149,Millenials,Central and Eastern Europe,73.0,5.429,0.04013,1.15174,1.22791,0.77361,0.44888,0.15184,0.0868,1.58782
Estonia,2015,female,15-24 years,1,66216,1.51,Estonia2015,"22,566,956,982",18149,Millenials,Central and Eastern Europe,73.0,5.429,0.04013,1.15174,1.22791,0.77361,0.44888,0.15184,0.0868,1.58782
Estonia,2015,female,5-14 years,1,67802,1.47,Estonia2015,"22,566,956,982",18149,Generation Z,Central and Eastern Europe,73.0,5.429,0.04013,1.15174,1.22791,0.77361,0.44888,0.15184,0.0868,1.58782
Estonia,2015,male,5-14 years,1,71561,1.4,Estonia2015,"22,566,956,982",18149,Generation Z,Central and Eastern Europe,73.0,5.429,0.04013,1.15174,1.22791,0.77361,0.44888,0.15184,0.0868,1.58782
Finland,2015,male,75+ years,53,178936,29.62,Finland2015,"232,464,833,066",44862,Silent,Western Europe,6.0,7.406,0.0314,1.29025,1.31826,0.88911,0.64169,0.41372,0.23351,2.61955
Finland,2015,male,35-54 years,190,704220,26.98,Finland2015,"232,464,833,066",44862,Generation X,Western Europe,6.0,7.406,0.0314,1.29025,1.31826,0.88911,0.64169,0.41372,0.23351,2.61955
Finland,2015,male,25-34 years,92,357334,25.75,Finland2015,"232,464,833,066",44862,Millenials,Western Europe,6.0,7.406,0.0314,1.29025,1.31826,0.88911,0.64169,0.41372,0.23351,2.61955
Finland,2015,male,55-74 years,159,665885,23.88,Finland2015,"232,464,833,066",44862,Boomers,Western Europe,6.0,7.406,0.0314,1.29025,1.31826,0.88911,0.64169,0.41372,0.23351,2.61955
Finland,2015,male,15-24 years,59,332082,17.77,Finland2015,"232,464,833,066",44862,Millenials,Western Europe,6.0,7.406,0.0314,1.29025,1.31826,0.88911,0.64169,0.41372,0.23351,2.61955
Finland,2015,female,25-34 years,30,337446,8.89,Finland2015,"232,464,833,066",44862,Millenials,Western Europe,6.0,7.406,0.0314,1.29025,1.31826,0.88911,0.64169,0.41372,0.23351,2.61955
Finland,2015,female,35-54 years,55,682671,8.06,Finland2015,"232,464,833,066",44862,Generation X,Western Europe,6.0,7.406,0.0314,1.29025,1.31826,0.88911,0.64169,0.41372,0.23351,2.61955
Finland,2015,female,55-74 years,55,711135,7.73,Finland2015,"232,464,833,066",44862,Boomers,Western Europe,6.0,7.406,0.0314,1.29025,1.31826,0.88911,0.64169,0.41372,0.23351,2.61955
Finland,2015,female,75+ years,21,295795,7.1,Finland2015,"232,464,833,066",44862,Silent,Western Europe,6.0,7.406,0.0314,1.29025,1.31826,0.88911,0.64169,0.41372,0.23351,2.61955
Finland,2015,female,15-24 years,12,317937,3.77,Finland2015,"232,464,833,066",44862,Millenials,Western Europe,6.0,7.406,0.0314,1.29025,1.31826,0.88911,0.64169,0.41372,0.23351,2.61955
Finland,2015,male,5-14 years,5,305748,1.64,Finland2015,"232,464,833,066",44862,Generation Z,Western Europe,6.0,7.406,0.0314,1.29025,1.31826,0.88911,0.64169,0.41372,0.23351,2.61955
Finland,2015,female,5-14 years,0,292608,0.0,Finland2015,"232,464,833,066",44862,Generation Z,Western Europe,6.0,7.406,0.0314,1.29025,1.31826,0.88911,0.64169,0.41372,0.23351,2.61955
Georgia,2015,male,75+ years,27,87600,30.82,Georgia2015,"13,993,546,732",4046,Silent,Central and Eastern Europe,130.0,4.297,0.04221,0.7419,0.38562,0.72926,0.40577,0.38331,0.05547,1.59541
Georgia,2015,female,75+ years,20,166300,12.03,Georgia2015,"13,993,546,732",4046,Silent,Central and Eastern Europe,130.0,4.297,0.04221,0.7419,0.38562,0.72926,0.40577,0.38331,0.05547,1.59541
Georgia,2015,male,55-74 years,34,320200,10.62,Georgia2015,"13,993,546,732",4046,Boomers,Central and Eastern Europe,130.0,4.297,0.04221,0.7419,0.38562,0.72926,0.40577,0.38331,0.05547,1.59541
Georgia,2015,male,35-54 years,46,480200,9.58,Georgia2015,"13,993,546,732",4046,Generation X,Central and Eastern Europe,130.0,4.297,0.04221,0.7419,0.38562,0.72926,0.40577,0.38331,0.05547,1.59541
Georgia,2015,male,25-34 years,19,271700,6.99,Georgia2015,"13,993,546,732",4046,Millenials,Central and Eastern Europe,130.0,4.297,0.04221,0.7419,0.38562,0.72926,0.40577,0.38331,0.05547,1.59541
Georgia,2015,male,15-24 years,17,247800,6.86,Georgia2015,"13,993,546,732",4046,Millenials,Central and Eastern Europe,130.0,4.297,0.04221,0.7419,0.38562,0.72926,0.40577,0.38331,0.05547,1.59541
Georgia,2015,female,55-74 years,13,420700,3.09,Georgia2015,"13,993,546,732",4046,Boomers,Central and Eastern Europe,130.0,4.297,0.04221,0.7419,0.38562,0.72926,0.40577,0.38331,0.05547,1.59541
Georgia,2015,female,25-34 years,5,272100,1.84,Georgia2015,"13,993,546,732",4046,Millenials,Central and Eastern Europe,130.0,4.297,0.04221,0.7419,0.38562,0.72926,0.40577,0.38331,0.05547,1.59541
Georgia,2015,female,35-54 years,8,517700,1.55,Georgia2015,"13,993,546,732",4046,Generation X,Central and Eastern Europe,130.0,4.297,0.04221,0.7419,0.38562,0.72926,0.40577,0.38331,0.05547,1.59541
Georgia,2015,female,15-24 years,2,230200,0.87,Georgia2015,"13,993,546,732",4046,Millenials,Central and Eastern Europe,130.0,4.297,0.04221,0.7419,0.38562,0.72926,0.40577,0.38331,0.05547,1.59541
Georgia,2015,male,5-14 years,1,234300,0.43,Georgia2015,"13,993,546,732",4046,Generation Z,Central and Eastern Europe,130.0,4.297,0.04221,0.7419,0.38562,0.72926,0.40577,0.38331,0.05547,1.59541
Georgia,2015,female,5-14 years,0,209600,0.0,Georgia2015,"13,993,546,732",4046,Generation Z,Central and Eastern Europe,130.0,4.297,0.04221,0.7419,0.38562,0.72926,0.40577,0.38331,0.05547,1.59541
Germany,2015,male,75+ years,1729,3487628,49.58,Germany2015,"3,375,611,100,742",43201,Silent,Western Europe,26.0,6.75,0.01848,1.32792,1.29937,0.89186,0.61477,0.21843,0.28214,2.11569
Germany,2015,male,55-74 years,2304,9436572,24.42,Germany2015,"3,375,611,100,742",43201,Boomers,Western Europe,26.0,6.75,0.01848,1.32792,1.29937,0.89186,0.61477,0.21843,0.28214,2.11569
Germany,2015,male,35-54 years,2267,11854531,19.12,Germany2015,"3,375,611,100,742",43201,Generation X,Western Europe,26.0,6.75,0.01848,1.32792,1.29937,0.89186,0.61477,0.21843,0.28214,2.11569
Germany,2015,male,25-34 years,721,5336932,13.51,Germany2015,"3,375,611,100,742",43201,Millenials,Western Europe,26.0,6.75,0.01848,1.32792,1.29937,0.89186,0.61477,0.21843,0.28214,2.11569
Germany,2015,female,75+ years,635,5338738,11.89,Germany2015,"3,375,611,100,742",43201,Silent,Western Europe,26.0,6.75,0.01848,1.32792,1.29937,0.89186,0.61477,0.21843,0.28214,2.11569
Germany,2015,female,55-74 years,908,10054932,9.03,Germany2015,"3,375,611,100,742",43201,Boomers,Western Europe,26.0,6.75,0.01848,1.32792,1.29937,0.89186,0.61477,0.21843,0.28214,2.11569
Germany,2015,male,15-24 years,376,4520300,8.32,Germany2015,"3,375,611,100,742",43201,Millenials,Western Europe,26.0,6.75,0.01848,1.32792,1.29937,0.89186,0.61477,0.21843,0.28214,2.11569
Germany,2015,female,35-54 years,800,11616616,6.89,Germany2015,"3,375,611,100,742",43201,Generation X,Western Europe,26.0,6.75,0.01848,1.32792,1.29937,0.89186,0.61477,0.21843,0.28214,2.11569
Germany,2015,female,25-34 years,193,5061297,3.81,Germany2015,"3,375,611,100,742",43201,Millenials,Western Europe,26.0,6.75,0.01848,1.32792,1.29937,0.89186,0.61477,0.21843,0.28214,2.11569
Germany,2015,female,15-24 years,136,4195185,3.24,Germany2015,"3,375,611,100,742",43201,Millenials,Western Europe,26.0,6.75,0.01848,1.32792,1.29937,0.89186,0.61477,0.21843,0.28214,2.11569
Germany,2015,female,5-14 years,13,3517216,0.37,Germany2015,"3,375,611,100,742",43201,Generation Z,Western Europe,26.0,6.75,0.01848,1.32792,1.29937,0.89186,0.61477,0.21843,0.28214,2.11569
Germany,2015,male,5-14 years,6,3716736,0.16,Germany2015,"3,375,611,100,742",43201,Generation Z,Western Europe,26.0,6.75,0.01848,1.32792,1.29937,0.89186,0.61477,0.21843,0.28214,2.11569
Greece,2015,male,75+ years,70,495592,14.12,Greece2015,"195,541,761,243",18927,Silent,Western Europe,102.0,4.857,0.05062,1.15406,0.92933,0.88213,0.07699,0.01397,0.0,1.80101
Greece,2015,male,55-74 years,139,1157869,12.0,Greece2015,"195,541,761,243",18927,Boomers,Western Europe,102.0,4.857,0.05062,1.15406,0.92933,0.88213,0.07699,0.01397,0.0,1.80101
Greece,2015,male,35-54 years,147,1558791,9.43,Greece2015,"195,541,761,243",18927,Generation X,Western Europe,102.0,4.857,0.05062,1.15406,0.92933,0.88213,0.07699,0.01397,0.0,1.80101
Greece,2015,male,25-34 years,46,669357,6.87,Greece2015,"195,541,761,243",18927,Millenials,Western Europe,102.0,4.857,0.05062,1.15406,0.92933,0.88213,0.07699,0.01397,0.0,1.80101
Greece,2015,male,15-24 years,20,561302,3.56,Greece2015,"195,541,761,243",18927,Millenials,Western Europe,102.0,4.857,0.05062,1.15406,0.92933,0.88213,0.07699,0.01397,0.0,1.80101
Greece,2015,female,55-74 years,39,1294582,3.01,Greece2015,"195,541,761,243",18927,Boomers,Western Europe,102.0,4.857,0.05062,1.15406,0.92933,0.88213,0.07699,0.01397,0.0,1.80101
Greece,2015,female,25-34 years,17,662893,2.56,Greece2015,"195,541,761,243",18927,Millenials,Western Europe,102.0,4.857,0.05062,1.15406,0.92933,0.88213,0.07699,0.01397,0.0,1.80101
Greece,2015,female,35-54 years,36,1627797,2.21,Greece2015,"195,541,761,243",18927,Generation X,Western Europe,102.0,4.857,0.05062,1.15406,0.92933,0.88213,0.07699,0.01397,0.0,1.80101
Greece,2015,female,75+ years,12,683939,1.75,Greece2015,"195,541,761,243",18927,Silent,Western Europe,102.0,4.857,0.05062,1.15406,0.92933,0.88213,0.07699,0.01397,0.0,1.80101
Greece,2015,female,15-24 years,3,541528,0.55,Greece2015,"195,541,761,243",18927,Millenials,Western Europe,102.0,4.857,0.05062,1.15406,0.92933,0.88213,0.07699,0.01397,0.0,1.80101
Greece,2015,female,5-14 years,0,526126,0.0,Greece2015,"195,541,761,243",18927,Generation Z,Western Europe,102.0,4.857,0.05062,1.15406,0.92933,0.88213,0.07699,0.01397,0.0,1.80101
Greece,2015,male,5-14 years,0,551510,0.0,Greece2015,"195,541,761,243",18927,Generation Z,Western Europe,102.0,4.857,0.05062,1.15406,0.92933,0.88213,0.07699,0.01397,0.0,1.80101
Guatemala,2015,male,15-24 years,125,1753669,7.13,Guatemala2015,"63,767,597,194",4472,Millenials,Latin America and Caribbean,43.0,6.123,0.05224,0.74553,1.04356,0.64425,0.57733,0.09472,0.27489,2.74255
Guatemala,2015,male,25-34 years,86,1267501,6.79,Guatemala2015,"63,767,597,194",4472,Millenials,Latin America and Caribbean,43.0,6.123,0.05224,0.74553,1.04356,0.64425,0.57733,0.09472,0.27489,2.74255
Guatemala,2015,male,35-54 years,87,1295156,6.72,Guatemala2015,"63,767,597,194",4472,Generation X,Latin America and Caribbean,43.0,6.123,0.05224,0.74553,1.04356,0.64425,0.57733,0.09472,0.27489,2.74255
Guatemala,2015,male,75+ years,9,134357,6.7,Guatemala2015,"63,767,597,194",4472,Silent,Latin America and Caribbean,43.0,6.123,0.05224,0.74553,1.04356,0.64425,0.57733,0.09472,0.27489,2.74255
Guatemala,2015,male,55-74 years,32,537002,5.96,Guatemala2015,"63,767,597,194",4472,Boomers,Latin America and Caribbean,43.0,6.123,0.05224,0.74553,1.04356,0.64425,0.57733,0.09472,0.27489,2.74255
Guatemala,2015,female,15-24 years,83,1711787,4.85,Guatemala2015,"63,767,597,194",4472,Millenials,Latin America and Caribbean,43.0,6.123,0.05224,0.74553,1.04356,0.64425,0.57733,0.09472,0.27489,2.74255
Guatemala,2015,female,75+ years,3,167861,1.79,Guatemala2015,"63,767,597,194",4472,Silent,Latin America and Caribbean,43.0,6.123,0.05224,0.74553,1.04356,0.64425,0.57733,0.09472,0.27489,2.74255
Guatemala,2015,female,25-34 years,19,1313068,1.45,Guatemala2015,"63,767,597,194",4472,Millenials,Latin America and Caribbean,43.0,6.123,0.05224,0.74553,1.04356,0.64425,0.57733,0.09472,0.27489,2.74255
Guatemala,2015,female,35-54 years,20,1530419,1.31,Guatemala2015,"63,767,597,194",4472,Generation X,Latin America and Caribbean,43.0,6.123,0.05224,0.74553,1.04356,0.64425,0.57733,0.09472,0.27489,2.74255
Guatemala,2015,female,55-74 years,6,653079,0.92,Guatemala2015,"63,767,597,194",4472,Boomers,Latin America and Caribbean,43.0,6.123,0.05224,0.74553,1.04356,0.64425,0.57733,0.09472,0.27489,2.74255
Guatemala,2015,female,5-14 years,13,1906150,0.68,Guatemala2015,"63,767,597,194",4472,Generation Z,Latin America and Caribbean,43.0,6.123,0.05224,0.74553,1.04356,0.64425,0.57733,0.09472,0.27489,2.74255
Guatemala,2015,male,5-14 years,11,1988348,0.55,Guatemala2015,"63,767,597,194",4472,Generation Z,Latin America and Caribbean,43.0,6.123,0.05224,0.74553,1.04356,0.64425,0.57733,0.09472,0.27489,2.74255
Hungary,2015,male,75+ years,221,241730,91.42,Hungary2015,"122,879,042,002",13087,Silent,Central and Eastern Europe,104.0,4.8,0.06107,1.12094,1.20215,0.75905,0.32112,0.02758,0.128,1.24074
Hungary,2015,male,55-74 years,496,1065443,46.55,Hungary2015,"122,879,042,002",13087,Boomers,Central and Eastern Europe,104.0,4.8,0.06107,1.12094,1.20215,0.75905,0.32112,0.02758,0.128,1.24074
Hungary,2015,male,35-54 years,472,1432703,32.94,Hungary2015,"122,879,042,002",13087,Generation X,Central and Eastern Europe,104.0,4.8,0.06107,1.12094,1.20215,0.75905,0.32112,0.02758,0.128,1.24074
Hungary,2015,female,75+ years,123,514721,23.9,Hungary2015,"122,879,042,002",13087,Silent,Central and Eastern Europe,104.0,4.8,0.06107,1.12094,1.20215,0.75905,0.32112,0.02758,0.128,1.24074
Hungary,2015,male,25-34 years,129,637775,20.23,Hungary2015,"122,879,042,002",13087,Millenials,Central and Eastern Europe,104.0,4.8,0.06107,1.12094,1.20215,0.75905,0.32112,0.02758,0.128,1.24074
Hungary,2015,female,55-74 years,181,1350675,13.4,Hungary2015,"122,879,042,002",13087,Boomers,Central and Eastern Europe,104.0,4.8,0.06107,1.12094,1.20215,0.75905,0.32112,0.02758,0.128,1.24074
Hungary,2015,male,15-24 years,69,582471,11.85,Hungary2015,"122,879,042,002",13087,Millenials,Central and Eastern Europe,104.0,4.8,0.06107,1.12094,1.20215,0.75905,0.32112,0.02758,0.128,1.24074
Hungary,2015,female,35-54 years,132,1429644,9.23,Hungary2015,"122,879,042,002",13087,Generation X,Central and Eastern Europe,104.0,4.8,0.06107,1.12094,1.20215,0.75905,0.32112,0.02758,0.128,1.24074
Hungary,2015,female,25-34 years,27,610907,4.42,Hungary2015,"122,879,042,002",13087,Millenials,Central and Eastern Europe,104.0,4.8,0.06107,1.12094,1.20215,0.75905,0.32112,0.02758,0.128,1.24074
Hungary,2015,female,15-24 years,15,551149,2.72,Hungary2015,"122,879,042,002",13087,Millenials,Central and Eastern Europe,104.0,4.8,0.06107,1.12094,1.20215,0.75905,0.32112,0.02758,0.128,1.24074
Hungary,2015,male,5-14 years,2,499016,0.4,Hungary2015,"122,879,042,002",13087,Generation Z,Central and Eastern Europe,104.0,4.8,0.06107,1.12094,1.20215,0.75905,0.32112,0.02758,0.128,1.24074
Hungary,2015,female,5-14 years,1,473285,0.21,Hungary2015,"122,879,042,002",13087,Generation Z,Central and Eastern Europe,104.0,4.8,0.06107,1.12094,1.20215,0.75905,0.32112,0.02758,0.128,1.24074
Iceland,2015,male,15-24 years,7,24116,29.03,Iceland2015,"16,942,247,374",54909,Millenials,Western Europe,2.0,7.561,0.04884,1.30232,1.40223,0.94784,0.62877,0.14145,0.4363,2.70201
Iceland,2015,male,35-54 years,11,43119,25.51,Iceland2015,"16,942,247,374",54909,Generation X,Western Europe,2.0,7.561,0.04884,1.30232,1.40223,0.94784,0.62877,0.14145,0.4363,2.70201
Iceland,2015,male,25-34 years,6,24128,24.87,Iceland2015,"16,942,247,374",54909,Millenials,Western Europe,2.0,7.561,0.04884,1.30232,1.40223,0.94784,0.62877,0.14145,0.4363,2.70201
Iceland,2015,female,55-74 years,6,32013,18.74,Iceland2015,"16,942,247,374",54909,Boomers,Western Europe,2.0,7.561,0.04884,1.30232,1.40223,0.94784,0.62877,0.14145,0.4363,2.70201
Iceland,2015,female,75+ years,2,11158,17.92,Iceland2015,"16,942,247,374",54909,Silent,Western Europe,2.0,7.561,0.04884,1.30232,1.40223,0.94784,0.62877,0.14145,0.4363,2.70201
Iceland,2015,male,55-74 years,5,32159,15.55,Iceland2015,"16,942,247,374",54909,Boomers,Western Europe,2.0,7.561,0.04884,1.30232,1.40223,0.94784,0.62877,0.14145,0.4363,2.70201
Iceland,2015,female,35-54 years,2,42858,4.67,Iceland2015,"16,942,247,374",54909,Generation X,Western Europe,2.0,7.561,0.04884,1.30232,1.40223,0.94784,0.62877,0.14145,0.4363,2.70201
Iceland,2015,female,25-34 years,1,22913,4.36,Iceland2015,"16,942,247,374",54909,Millenials,Western Europe,2.0,7.561,0.04884,1.30232,1.40223,0.94784,0.62877,0.14145,0.4363,2.70201
Iceland,2015,female,15-24 years,0,22962,0.0,Iceland2015,"16,942,247,374",54909,Millenials,Western Europe,2.0,7.561,0.04884,1.30232,1.40223,0.94784,0.62877,0.14145,0.4363,2.70201
Iceland,2015,female,5-14 years,0,21738,0.0,Iceland2015,"16,942,247,374",54909,Generation Z,Western Europe,2.0,7.561,0.04884,1.30232,1.40223,0.94784,0.62877,0.14145,0.4363,2.70201
Iceland,2015,male,5-14 years,0,22771,0.0,Iceland2015,"16,942,247,374",54909,Generation Z,Western Europe,2.0,7.561,0.04884,1.30232,1.40223,0.94784,0.62877,0.14145,0.4363,2.70201
Iceland,2015,male,75+ years,0,8619,0.0,Iceland2015,"16,942,247,374",54909,Silent,Western Europe,2.0,7.561,0.04884,1.30232,1.40223,0.94784,0.62877,0.14145,0.4363,2.70201
Israel,2015,male,75+ years,30,168826,17.77,Israel2015,"299,093,839,690",39793,Silent,Middle East and Northern Africa,11.0,7.278,0.0347,1.22857,1.22393,0.91387,0.41319,0.07785,0.33172,3.08854
Israel,2015,male,55-74 years,65,595247,10.92,Israel2015,"299,093,839,690",39793,Boomers,Middle East and Northern Africa,11.0,7.278,0.0347,1.22857,1.22393,0.91387,0.41319,0.07785,0.33172,3.08854
Israel,2015,male,35-54 years,92,944406,9.74,Israel2015,"299,093,839,690",39793,Generation X,Middle East and Northern Africa,11.0,7.278,0.0347,1.22857,1.22393,0.91387,0.41319,0.07785,0.33172,3.08854
Israel,2015,male,25-34 years,45,586251,7.68,Israel2015,"299,093,839,690",39793,Millenials,Middle East and Northern Africa,11.0,7.278,0.0347,1.22857,1.22393,0.91387,0.41319,0.07785,0.33172,3.08854
Israel,2015,female,75+ years,14,241083,5.81,Israel2015,"299,093,839,690",39793,Silent,Middle East and Northern Africa,11.0,7.278,0.0347,1.22857,1.22393,0.91387,0.41319,0.07785,0.33172,3.08854
Israel,2015,male,15-24 years,35,644674,5.43,Israel2015,"299,093,839,690",39793,Millenials,Middle East and Northern Africa,11.0,7.278,0.0347,1.22857,1.22393,0.91387,0.41319,0.07785,0.33172,3.08854
Israel,2015,female,55-74 years,17,664823,2.56,Israel2015,"299,093,839,690",39793,Boomers,Middle East and Northern Africa,11.0,7.278,0.0347,1.22857,1.22393,0.91387,0.41319,0.07785,0.33172,3.08854
